date,volatility,crisis,risk,stock market,Investment,Momentum,stock,unemployment,default,crash,meltdown,refinance,Federal Reserve,downgrade,sell-off,corporate bond,credit spread,interest expense,investment-grade,interest penalty,funding cost,bond broker,debt fund,credit rating,buy bond,bidder,leverage,loan,credit cycle
1/18/04,191.3443772,172.1900007,205.4177393,511.1515603,336.6052514,27.30572561,272.2306923,134.3843988,188.5704396,202.3030911,7.601518076,121.4386473,242.068172,66.84175462,0,0,0,0,0,0,0,0,0,1974.611455,0,0,215.4326567,136.1570861,0
1/19/04,185.171978,213.3658705,302.5243069,972.4346756,532.4483068,40.48780004,379.4730863,181.9788734,284.5097861,195.3271224,12.35246687,53.2625646,1210.34086,44.56116974,0,0,0,0,0,0,0,0,0,1800.381033,0,0,166.2988929,165.0388923,0
1/20/04,209.861575,217.1091314,313.7289109,860.2306746,550.8085932,38.60464655,387.7225012,207.1759482,251.4272529,132.5434045,7.126423196,91.61161111,1845.769812,85.93939879,0,91.18922475,0,0,0,0,0,0,0,2032.688263,0,0,257.0073799,171.2278507,0
1/21/04,92.58598899,239.5686967,309.9940429,935.0333419,581.4090706,43.31253028,387.7225012,235.1726979,264.6602662,160.4472791,26.60531326,80.95909819,635.4289515,63.65881392,0,91.18922475,0,0,0,0,0,0,0,3252.301221,0,0,188.9760147,162.9759061,0
1/22/04,345.6543589,202.1360878,239.0315511,947.5004532,532.4483068,31.07203259,400.0966236,221.1743231,297.7427994,181.3751851,47.03439309,136.3521654,1240.599382,89.12233949,0,0,0,0,0,0,0,0,0,1800.381033,0,0,71.81088557,152.6609754,0
1/23/04,370.343956,194.6495661,283.849967,760.4937848,526.3282113,23.53941863,412.4707459,246.3713978,284.5097861,188.3511537,8.076612955,129.9606576,1301.116425,47.74411044,0,197.5766536,0,0,0,0,0,0,0,1393.84338,0,0,128.50369,169.1648646,0
1/24/04,197.5167765,164.703479,179.2736634,785.4280072,403.9263017,28.24730235,301.1036445,92.38927419,234.8859862,209.2790597,19.47889007,129.9606576,756.4630375,70.02469531,0,0,0,0,0,0,0,0,0,1509.996995,0,0,75.59040587,142.3460446,0
1/25/04,92.58598899,228.338914,212.8874752,561.0200052,367.2057288,33.89676282,296.9789371,190.3778983,228.2694796,195.3271224,22.80455423,102.264124,635.4289515,66.84175462,0,0,0,0,0,0,0,0,0,1219.612958,0,0,219.212177,142.3460446,0
1/26/04,302.447564,209.6226096,321.1986468,698.1582286,556.9286887,47.07883726,358.849549,265.9691227,274.5850262,153.4713105,7.126423196,91.61161111,1573.443118,127.3176278,0,91.18922475,0,0,0,0,0,0,0,1103.459343,0,0,139.8422509,175.353823,0
1/27/04,148.1375824,217.1091314,302.5243069,847.7635634,575.2889752,38.60464655,354.7248415,218.3746481,277.8932795,132.5434045,14.25284639,91.61161111,1180.082339,127.3176278,0,91.18922475,0,0,0,0,0,0,0,1858.45784,0,0,253.2278597,185.6687538,0
1/28/04,271.5855677,190.9063052,280.115099,872.6977858,556.9286887,52.72829773,379.4730863,209.9756231,277.8932795,160.4472791,11.87737199,91.61161111,2087.837984,127.3176278,0,0,0,0,0,0,0,0,0,2206.918685,0,0,185.1964944,195.9836846,0
1/29/04,216.0339743,239.5686967,298.7894389,1084.638677,459.007161,21.65626514,358.849549,212.7752981,291.1262928,132.5434045,21.85436447,106.5251292,2027.320941,44.56116974,0,182.3784495,0,0,0,0,0,0,0,1742.304225,0,0,71.81088557,183.6057677,0
1/30/04,395.033553,175.9332616,295.0545709,735.5595623,489.6076384,32.95518608,346.4754266,204.3762732,274.5850262,167.4232478,26.13021839,125.6996525,938.0141665,114.5858651,0,197.5766536,0,0,0,0,0,0,0,1684.227418,0,0,98.26752763,165.0388923,0
1/31/04,141.9651831,213.3658705,212.8874752,398.9475592,330.4851559,14.12365118,259.8565699,114.786674,198.4951996,202.3030911,15.20303615,123.5691499,514.3948655,66.84175462,0,144.3829392,0,0,0,0,0,0,0,464.6144601,0,0,147.4012914,146.4720169,0
2/1/04,92.58598899,224.5956531,224.0920792,548.5528939,342.7253469,20.71468839,272.2306923,142.7834237,211.7282129,188.3511537,14.72794127,80.95909819,363.102258,133.6835092,0,0,0,0,0,0,0,0,0,1974.611455,0,0,143.6217711,129.9681277,0
2/2/04,148.1375824,187.1630443,265.175627,935.0333419,495.7277339,12.24049769,338.2260117,226.773673,244.8107462,125.5674358,4.750948797,102.264124,938.0141665,41.37822905,0,265.9685722,0,0,0,0,0,0,0,1045.382535,0,0,181.4169741,162.9759061,0
2/3/04,117.2755861,190.9063052,291.3197029,835.2964521,483.487543,49.90356749,358.849549,209.9756231,267.9685195,139.5193731,9.026802715,87.35060595,968.272688,120.9517464,0,83.59012269,0,0,0,0,0,0,0,1626.15061,0,0,64.25184499,171.2278507,0
2/4/04,178.9995787,213.3658705,332.4032508,797.8951185,520.2081158,33.89676282,350.600134,181.9788734,258.0437595,146.4953418,9.501897595,63.91507752,1089.306774,63.65881392,0,91.18922475,0,0,0,0,0,0,0,1858.45784,0,0,136.0627306,173.2908369,0
2/5/04,209.861575,220.8523923,332.4032508,635.8226725,495.7277339,43.31253028,342.3507191,165.1808235,301.0510528,153.4713105,4.750948797,129.9606576,938.0141665,41.37822905,0,91.18922475,0,0,0,0,0,0,0,1858.45784,0,0,90.70848704,181.5427815,0
2/6/04,314.7923626,209.6226096,283.849967,872.6977858,501.8478294,36.72149306,313.4777669,184.7785484,277.8932795,195.3271224,9.976992474,27.69653359,907.755645,44.56116974,0,0,0,0,0,0,0,0,0,2323.0723,0,0,241.8892988,160.91292,0
2/7/04,364.1715567,217.1091314,205.4177393,610.8884501,544.6884978,26.36414886,284.6048147,226.773673,291.1262928,195.3271224,28.50569278,0,1906.286855,0,0,0,0,0,0,0,0,0,0,1916.534648,0,0,0,165.0388923,0
2/8/04,117.2755861,262.028262,287.584835,536.0857827,391.6861107,50.84514424,206.235373,173.5798485,181.953933,181.3751851,9.501897595,102.264124,453.8778225,0,0,0,0,0,0,0,0,0,0,1858.45784,0,0,0,127.9051415,0
2/9/04,259.2407692,239.5686967,283.849967,972.4346756,495.7277339,36.72149306,338.2260117,260.3697727,244.8107462,146.4953418,6.651328316,25.56603101,1059.048253,159.1470348,0,0,0,0,0,0,0,0,0,1335.766573,0,0,151.1808117,179.4797953,0
2/10/04,345.6543589,277.0013055,321.1986468,698.1582286,556.9286887,36.72149306,346.4754266,198.7769232,264.6602662,174.3992164,6.651328316,110.7861344,2118.096505,41.37822905,0,167.1802454,0,0,0,0,0,0,0,1335.766573,0,0,109.6060885,183.6057677,0
2/11/04,117.2755861,265.7715229,276.380231,660.756895,526.3282113,37.66306981,354.7248415,170.7801735,248.1189995,160.4472791,16.15322591,115.0471395,1452.409032,41.37822905,0,83.59012269,0,0,0,0,0,0,0,2729.609953,0,0,136.0627306,158.8499338,0
2/12/04,209.861575,213.3658705,321.1986468,935.0333419,575.2889752,38.60464655,375.3483788,204.3762732,277.8932795,146.4953418,4.750948797,125.6996525,1573.443118,63.65881392,0,265.9685722,0,0,0,0,0,0,0,1509.996995,0,0,158.7398523,156.7869477,0
2/13/04,222.2063736,232.0821749,321.1986468,822.8293409,471.247352,22.59784188,301.1036445,190.3778983,291.1262928,153.4713105,7.601518076,83.08960078,423.619301,89.12233949,0,0,0,0,0,0,0,0,0,1161.53615,0,0,294.8025829,138.2200723,0
2/14/04,98.75838825,172.1900007,175.5387954,286.7435582,250.9239147,27.30572561,222.7342028,86.78992424,185.2621863,153.4713105,0,42.61005168,363.102258,133.6835092,0,144.3829392,0,0,0,0,0,0,0,2497.302723,0,0,0,119.6531969,0
2/15/04,92.58598899,228.338914,224.0920792,623.3555613,318.244965,20.71468839,235.1083252,159.5814736,172.029173,174.3992164,0,121.4386473,998.5312095,66.84175462,0,136.7838371,0,0,0,0,0,0,0,1974.611455,0,0,181.4169741,129.9681277,0
2/16/04,357.9991574,209.6226096,309.9940429,797.8951185,507.9679249,42.37095353,284.6048147,209.9756231,211.7282129,132.5434045,7.126423196,51.13206202,1240.599382,41.37822905,0,0,0,0,0,0,0,0,0,638.8448826,0,0,158.7398523,148.535003,0
2/17/04,141.9651831,243.3119576,324.9335148,897.6320083,526.3282113,36.72149306,325.8518893,240.7720479,254.7355062,125.5674358,9.026802715,74.56759044,1270.857903,120.9517464,0,258.3694701,0,0,0,0,0,0,0,2264.995493,0,0,86.92896675,152.6609754,0
2/18/04,376.5163552,262.028262,324.9335148,847.7635634,593.6492616,46.13726051,342.3507191,207.1759482,301.0510528,139.5193731,13.77775151,125.6996525,998.5312095,82.7564581,0,174.7793474,0,0,0,0,0,0,0,2264.995493,0,0,68.03136528,156.7869477,0
2/19/04,209.861575,254.5417402,276.380231,910.0991195,575.2889752,42.37095353,346.4754266,176.3795234,258.0437595,153.4713105,16.15322591,63.91507752,1331.374946,41.37822905,0,91.18922475,0,0,0,0,0,0,0,2148.841878,0,0,90.70848704,169.1648646,0
2/20/04,222.2063736,190.9063052,257.7058911,897.6320083,526.3282113,41.42937679,354.7248415,170.7801735,251.4272529,174.3992164,9.976992474,68.17608269,847.238602,44.56116974,0,189.9775516,0,0,0,0,0,0,0,1800.381033,0,0,147.4012914,160.91292,0
2/21/04,141.9651831,232.0821749,190.4782673,349.0791143,367.2057288,19.77311165,263.9812774,123.1856989,185.2621863,167.4232478,7.601518076,119.3081447,605.17043,98.67116158,0,0,0,0,0,0,0,0,0,464.6144601,0,0,211.6531364,138.2200723,0
2/22/04,92.58598899,273.2580447,197.9480033,635.8226725,348.8454424,38.60464655,230.9836177,123.1856989,215.0364663,209.2790597,28.0305979,38.34904651,363.102258,127.3176278,0,136.7838371,0,0,0,0,0,0,0,929.2289202,0,0,102.0470479,148.535003,0
2/23/04,172.8271794,277.0013055,362.2821947,585.9542276,563.0487842,37.66306981,325.8518893,243.5717229,264.6602662,160.4472791,13.77775151,100.1336215,756.4630375,203.7082045,0,174.7793474,0,0,0,0,0,0,0,1045.382535,0,0,113.3856088,173.2908369,0
2/24/04,117.2755861,250.7984793,280.115099,822.8293409,563.0487842,51.78672098,383.5977937,204.3762732,287.8180395,146.4953418,11.87737199,104.3946266,1422.150511,105.037043,0,91.18922475,0,0,0,0,0,0,0,2323.0723,0,0,136.0627306,162.9759061,0
2/25/04,148.1375824,265.7715229,272.645363,685.6911174,471.247352,33.89676282,346.4754266,201.5765982,258.0437595,188.3511537,13.77775151,100.1336215,2087.837984,60.47587322,0,258.3694701,0,0,0,0,0,0,0,2264.995493,0,0,113.3856088,169.1648646,0
2/26/04,55.55159339,254.5417402,309.9940429,561.0200052,550.8085932,49.90356749,342.3507191,173.5798485,297.7427994,160.4472791,9.026802715,61.78457494,907.755645,60.47587322,0,174.7793474,0,0,0,0,0,0,0,754.9984976,0,0,45.35424352,171.2278507,0
2/27/04,123.4479853,202.1360878,302.5243069,785.4280072,471.247352,27.30572561,346.4754266,176.3795234,297.7427994,160.4472791,7.601518076,40.4795491,726.204516,175.0617383,0,91.18922475,0,0,0,0,0,0,0,1626.15061,0,0,143.6217711,162.9759061,0
2/28/04,92.58598899,160.9602181,205.4177393,760.4937848,428.4066836,52.72829773,243.3577401,114.786674,205.1117063,118.5914672,0,19.17452326,363.102258,261.0011371,0,136.7838371,0,0,0,0,0,0,0,1219.612958,0,0,177.6374538,140.2830584,0
2/29/04,0,250.7984793,250.2361551,1234.244011,416.1664927,0,338.2260117,137.1840738,224.9612262,125.5674358,43.70872893,78.82859561,0,0,0,0,0,0,0,0,0,0,0,1916.534648,0,0,0,198.0466707,0
3/1/04,432.0679486,288.2310882,336.1381188,511.1515603,575.2889752,36.72149306,334.1013042,271.5684726,248.1189995,167.4232478,5.701138557,93.7421137,1059.048253,101.8541023,0,212.7748577,0,0,0,0,0,0,0,1858.45784,0,0,222.9916973,169.1648646,0
3/2/04,166.6547802,258.2850011,298.7894389,897.6320083,544.6884978,45.19568377,350.600134,215.5749731,231.5777329,118.5914672,15.67813103,132.0911602,756.4630375,60.47587322,0,250.7703681,0,0,0,0,0,0,0,1742.304225,0,0,86.92896675,158.8499338,0
3/3/04,617.2399266,254.5417402,354.8124587,1246.711123,612.009548,34.83833957,412.4707459,167.9804985,294.4345461,174.3992164,0,161.9181964,1270.857903,0,0,0,0,0,0,0,0,0,0,2555.37953,0,0,377.9520293,181.5427815,0
3/4/04,185.171978,262.028262,283.849967,748.0266735,550.8085932,21.65626514,317.6024744,204.3762732,281.2015328,181.3751851,17.57851055,80.95909819,1270.857903,0,0,0,0,0,0,0,0,0,0,1916.534648,0,0,200.3145755,160.91292,0
3/5/04,0,310.6906535,257.7058911,860.2306746,483.487543,0,354.7248415,167.9804985,317.5923194,125.5674358,0,110.7861344,332.8437365,0,0,0,0,0,0,0,0,0,0,3368.454836,0,0,0,144.4090307,0
3/6/04,123.4479853,160.9602181,201.6828713,311.6777806,312.1248695,17.88995816,239.2330326,97.98862414,221.6529729,160.4472791,14.72794127,106.5251292,816.9800805,0,0,0,0,0,0,0,0,0,0,1277.689765,0,0,94.48800733,127.9051415,0
3/7/04,0,224.5956531,253.9710231,311.6777806,489.6076384,27.30572561,296.9789371,139.9837488,258.0437595,230.2069657,0,80.95909819,1966.803898,261.0011371,0,0,0,0,0,0,0,0,0,5807.680751,0,0,0,185.6687538,0
3/8/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/04,401.2059523,269.5147838,321.1986468,1146.974233,538.5684023,57.43618145,334.1013042,215.5749731,277.8932795,132.5434045,17.10341567,78.82859561,665.687473,101.8541023,0,106.3874289,0,0,0,0,0,0,0,929.2289202,0,0,83.14944645,171.2278507,0
3/11/04,246.8959706,366.8395668,351.0775907,822.8293409,599.7693571,0,375.3483788,176.3795234,234.8859862,125.5674358,0,213.0502584,665.687473,0,0,0,0,0,0,0,0,0,0,2555.37953,0,0,0,181.5427815,0
3/12/04,277.757967,228.338914,295.0545709,897.6320083,477.3674475,16.94838141,329.9765967,195.9772483,244.8107462,188.3511537,21.85436447,68.17608269,1059.048253,57.29293253,0,0,0,0,0,0,0,0,0,406.5376526,0,0,151.1808117,142.3460446,0
3/13/04,228.3787728,187.1630443,212.8874752,523.6186715,306.004774,19.77311165,255.7318625,86.78992424,165.4126664,132.5434045,21.37926959,95.87261628,1089.306774,127.3176278,0,136.7838371,0,0,0,0,0,0,0,2381.149108,0,0,0,125.8421554,0
3/14/04,86.41358972,247.0552185,231.5618152,785.4280072,299.8846785,12.24049769,251.607155,148.3827737,148.8713997,188.3511537,10.45208735,115.0471395,574.9119085,63.65881392,0,129.1847351,0,0,0,0,0,0,0,929.2289202,0,0,204.0940958,121.7161831,0
3/15/04,222.2063736,273.2580447,287.584835,748.0266735,569.1688797,32.01360933,317.6024744,209.9756231,258.0437595,132.5434045,6.651328316,95.87261628,1028.789731,57.29293253,0,167.1802454,0,0,0,0,0,0,0,1742.304225,0,0,86.92896675,171.2278507,0
3/16/04,246.8959706,284.4878273,313.7289109,660.756895,538.5684023,51.78672098,325.8518893,209.9756231,234.8859862,118.5914672,19.47889007,166.1792016,1331.374946,57.29293253,0,0,0,0,0,0,0,0,0,1568.073803,0,0,234.3302582,171.2278507,0
3/17/04,228.3787728,243.3119576,306.2591749,660.756895,556.9286887,57.43618145,325.8518893,193.1775733,224.9612262,160.4472791,10.92718223,183.2232222,816.9800805,140.0493906,0,0,0,0,0,0,0,0,0,2032.688263,0,0,196.5350553,160.91292,0
3/18/04,203.6891758,269.5147838,283.849967,772.960896,501.8478294,16.94838141,329.9765967,190.3778983,271.2767728,160.4472791,11.40227711,61.78457494,1210.34086,79.5735174,0,83.59012269,0,0,0,0,0,0,0,1219.612958,0,0,68.03136528,162.9759061,0
3/19/04,191.3443772,224.5956531,313.7289109,785.4280072,556.9286887,49.90356749,313.4777669,190.3778983,258.0437595,160.4472791,7.601518076,121.4386473,665.687473,133.6835092,0,91.18922475,0,0,0,0,0,0,0,1451.920188,0,0,120.9446494,154.7239615,0
3/20/04,178.9995787,187.1630443,212.8874752,561.0200052,330.4851559,19.77311165,268.1059849,120.3860239,172.029173,125.5674358,21.37926959,78.82859561,363.102258,127.3176278,0,0,0,0,0,0,0,0,0,2090.76507,0,0,105.8265682,136.1570861,0
3/21/04,86.41358972,190.9063052,216.6223432,361.5462255,336.6052514,25.42257212,230.9836177,137.1840738,178.6456797,181.3751851,10.45208735,95.87261628,363.102258,60.47587322,0,129.1847351,0,0,0,0,0,0,0,1626.15061,0,0,102.0470479,119.6531969,0
3/22/04,382.6887545,306.9473926,283.849967,423.8817817,434.5267791,54.61145122,334.1013042,207.1759482,215.0364663,223.230997,20.42907983,110.7861344,1331.374946,178.244679,0,759.9102062,0,0,0,0,0,0,0,1335.766573,0,0,196.5350553,154.7239615,0
3/23/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/24/04,320.9647618,295.71761,328.6683828,723.0924511,556.9286887,41.42937679,313.4777669,139.9837488,241.5024929,139.5193731,19.95398495,155.5266886,938.0141665,76.3905767,0,106.3874289,0,0,0,0,0,0,0,1509.996995,0,0,109.6060885,136.1570861,0
3/25/04,246.8959706,258.2850011,160.5993234,1134.507122,336.6052514,35.77991631,329.9765967,193.1775733,208.4199596,174.3992164,19.47889007,159.7876938,968.272688,175.0617383,0,0,0,0,0,0,0,0,0,0,0,0,0,167.1018784,0
3/26/04,240.7235714,213.3658705,306.2591749,436.3488929,507.9679249,33.89676282,309.3530594,153.9821236,231.5777329,146.4953418,19.00379519,121.4386473,1149.823817,140.0493906,0,0,0,0,0,0,0,0,0,1626.15061,0,0,151.1808117,148.535003,0
3/27/04,185.171978,217.1091314,205.4177393,523.6186715,348.8454424,32.95518608,239.2330326,100.7882991,185.2621863,174.3992164,14.25284639,117.1776421,484.136344,63.65881392,0,136.7838371,0,0,0,0,0,0,0,1393.84338,0,0,211.6531364,138.2200723,0
3/28/04,185.171978,306.9473926,261.4407591,710.6253399,342.7253469,27.30572561,226.8589103,109.187324,158.7961597,195.3271224,22.32945935,102.264124,998.5312095,0,0,0,0,0,0,0,0,0,0,1684.227418,0,0,181.4169741,136.1570861,0
3/29/04,302.447564,310.6906535,373.4867986,710.6253399,556.9286887,38.60464655,313.4777669,209.9756231,244.8107462,146.4953418,19.47889007,83.08960078,1149.823817,133.6835092,0,83.59012269,0,0,0,0,0,0,0,1684.227418,0,0,188.9760147,193.9206984,0
3/30/04,240.7235714,288.2310882,302.5243069,847.7635634,587.5291661,42.37095353,354.7248415,204.3762732,254.7355062,153.4713105,12.82756175,151.2656835,847.238602,38.19528835,0,159.5811433,0,0,0,0,0,0,0,2090.76507,0,0,124.7241697,171.2278507,0
3/31/04,277.757967,284.4878273,328.6683828,785.4280072,563.0487842,44.25410702,329.9765967,193.1775733,224.9612262,132.5434045,26.13021839,178.9622171,1543.184597,38.19528835,0,0,0,0,0,0,0,0,0,1858.45784,0,0,83.14944645,177.4168092,0
4/1/04,499.9643405,235.8254358,298.7894389,735.5595623,544.6884978,48.020414,329.9765967,184.7785484,271.2767728,146.4953418,8.551707835,95.87261628,1603.70164,57.29293253,0,83.59012269,0,0,0,0,0,0,0,1742.304225,0,0,83.14944645,156.7869477,0
4/2/04,419.7231501,269.5147838,313.7289109,698.1582286,471.247352,44.25410702,325.8518893,201.5765982,218.3447196,139.5193731,16.62832079,91.61161111,816.9800805,41.37822905,0,182.3784495,0,0,0,0,0,0,0,1393.84338,0,0,94.48800733,169.1648646,0
4/3/04,228.3787728,187.1630443,239.0315511,698.1582286,324.3650605,39.5462233,259.8565699,120.3860239,181.953933,153.4713105,21.85436447,100.1336215,121.034086,194.1593825,0,0,0,0,0,0,0,0,0,929.2289202,0,0,71.81088557,167.1018784,0
4/4/04,135.7927838,179.6765225,265.175627,673.2240062,385.5660153,18.8315349,259.8565699,181.9788734,172.029173,153.4713105,20.90417471,76.69809303,816.9800805,124.1346871,0,129.1847351,0,0,0,0,0,0,0,1626.15061,0,0,170.0784132,150.5979892,0
4/5/04,172.8271794,213.3658705,332.4032508,1022.303121,532.4483068,33.89676282,354.7248415,215.5749731,251.4272529,174.3992164,11.40227711,112.916637,1149.823817,0,0,258.3694701,0,0,0,0,0,0,0,1509.996995,0,0,90.70848704,175.353823,0
4/6/04,339.4819596,284.4878273,306.2591749,1072.171565,556.9286887,36.72149306,334.1013042,193.1775733,228.2694796,146.4953418,15.67813103,36.21854393,605.17043,120.9517464,0,167.1802454,0,0,0,0,0,0,0,1335.766573,0,0,173.8579335,185.6687538,0
4/7/04,259.2407692,265.7715229,328.6683828,822.8293409,550.8085932,49.90356749,329.9765967,187.5782233,248.1189995,146.4953418,13.77775151,38.34904651,1210.34086,60.47587322,0,83.59012269,0,0,0,0,0,0,0,1509.996995,0,0,109.6060885,187.73174,0
4/8/04,222.2063736,202.1360878,283.849967,498.684449,526.3282113,32.01360933,350.600134,159.5814736,267.9685195,132.5434045,9.976992474,53.2625646,1089.306774,44.56116974,0,91.18922475,0,0,0,0,0,0,0,1626.15061,0,0,192.755535,158.8499338,0
4/9/04,111.1031868,179.6765225,268.910495,822.8293409,312.1248695,10.3573442,292.8542296,125.9853739,258.0437595,125.5674358,18.05360543,129.9606576,877.4971235,0,0,113.9865309,0,0,0,0,0,0,0,580.7680751,0,0,173.8579335,171.2278507,0
4/10/04,191.3443772,254.5417402,216.6223432,760.4937848,312.1248695,27.30572561,263.9812774,103.5879741,178.6456797,132.5434045,7.601518076,21.30502584,635.4289515,66.84175462,0,144.3829392,0,0,0,0,0,0,0,522.6912676,0,0,147.4012914,150.5979892,0
4/11/04,0,333.1502188,309.9940429,735.5595623,379.4459198,94.15767451,296.9789371,151.1824487,258.0437595,202.3030911,34.68192622,0,1149.823817,311.9281882,0,0,0,0,0,0,0,0,0,0,0,0,0,156.7869477,0
4/12/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/04,481.4471427,228.338914,313.7289109,822.8293409,544.6884978,44.25410702,325.8518893,201.5765982,274.5850262,160.4472791,10.92718223,117.1776421,1452.409032,47.74411044,0,98.78832681,0,0,0,0,0,0,0,696.9216901,0,0,105.8265682,169.1648646,0
4/15/04,197.5167765,265.7715229,354.8124587,748.0266735,477.3674475,60.26091169,309.3530594,139.9837488,258.0437595,139.5193731,4.275853918,83.08960078,1482.667554,57.29293253,0,0,0,0,0,0,0,0,0,871.1521127,0,0,170.0784132,185.6687538,0
4/16/04,178.9995787,247.0552185,295.0545709,872.6977858,477.3674475,25.42257212,288.7295222,170.7801735,198.4951996,125.5674358,14.25284639,38.34904651,484.136344,146.415272,0,0,0,0,0,0,0,0,0,2032.688263,0,0,162.5193726,152.6609754,0
